,datetime,moon_phase,normalized_phase
15217,2024-05-03 15:30:00,26.164134979248047,0.2616413497924805
15218,2024-05-03 16:00:00,25.94886589050293,0.2594886589050293
15219,2024-05-03 16:30:00,25.734100341796875,0.25734100341796873
15220,2024-05-03 17:00:00,25.51984405517578,0.25519844055175783
15221,2024-05-03 17:30:00,25.306102752685547,0.25306102752685544
15222,2024-05-03 18:00:00,25.09288215637207,0.2509288215637207
15223,2024-05-03 18:30:00,24.880189895629883,0.24880189895629884
15224,2024-05-03 19:00:00,24.66802978515625,0.2466802978515625
15225,2024-05-03 19:30:00,24.456411361694336,0.24456411361694336
15226,2024-05-03 20:00:00,24.245338439941406,0.24245338439941405
15227,2024-05-03 20:30:00,24.03481674194336,0.2403481674194336
15228,2024-05-03 21:00:00,23.824853897094727,0.23824853897094728
15229,2024-05-03 21:30:00,23.615455627441406,0.23615455627441406
15230,2024-05-03 22:00:00,23.40662956237793,0.23406629562377929
15231,2024-05-03 22:30:00,23.198379516601562,0.23198379516601564
15232,2024-05-03 23:00:00,22.990713119506836,0.22990713119506836
15233,2024-05-03 23:30:00,22.783634185791016,0.22783634185791016
15234,2024-05-04 00:00:00,22.577152252197266,0.22577152252197266
15235,2024-05-04 00:30:00,22.37127113342285,0.22371271133422851
15236,2024-05-04 01:00:00,22.165998458862305,0.22165998458862304
15237,2024-05-04 01:30:00,21.961339950561523,0.21961339950561523
15238,2024-05-04 02:00:00,21.757301330566406,0.21757301330566406
15239,2024-05-04 02:30:00,21.55388832092285,0.2155388832092285
15240,2024-05-04 03:00:00,21.35110855102539,0.2135110855102539
15241,2024-05-04 03:30:00,21.14896583557129,0.2114896583557129
15242,2024-05-04 04:00:00,20.947467803955078,0.20947467803955078
15243,2024-05-04 04:30:00,20.746620178222656,0.20746620178222655
15244,2024-05-04 05:00:00,20.546428680419922,0.20546428680419923
15245,2024-05-04 05:30:00,20.346900939941406,0.20346900939941406
15246,2024-05-04 06:00:00,20.148040771484375,0.20148040771484374
15247,2024-05-04 06:30:00,19.94985580444336,0.1994985580444336
15248,2024-05-04 07:00:00,19.752351760864258,0.1975235176086426
15249,2024-05-04 07:30:00,19.55553436279297,0.1955553436279297
15250,2024-05-04 08:00:00,19.35940933227539,0.1935940933227539
15251,2024-05-04 08:30:00,19.163982391357422,0.19163982391357423
15252,2024-05-04 09:00:00,18.969261169433594,0.18969261169433593
15253,2024-05-04 09:30:00,18.775251388549805,0.18775251388549805
15254,2024-05-04 10:00:00,18.58195686340332,0.1858195686340332
15255,2024-05-04 10:30:00,18.38938331604004,0.1838938331604004
15256,2024-05-04 11:00:00,18.197540283203125,0.18197540283203126
15257,2024-05-04 11:30:00,18.006431579589844,0.18006431579589843
15258,2024-05-04 12:00:00,17.816062927246094,0.17816062927246093
15259,2024-05-04 12:30:00,17.62643814086914,0.1762643814086914
15260,2024-05-04 13:00:00,17.43756866455078,0.17437568664550782
15261,2024-05-04 13:30:00,17.249454498291016,0.17249454498291017
15262,2024-05-04 14:00:00,17.062105178833008,0.1706210517883301
15263,2024-05-04 14:30:00,16.875524520874023,0.16875524520874025
15264,2024-05-04 15:00:00,16.68971824645996,0.1668971824645996
15265,2024-05-04 15:30:00,16.50469398498535,0.16504693984985352
15266,2024-05-04 16:00:00,16.32045555114746,0.1632045555114746
15267,2024-05-04 16:30:00,16.137008666992188,0.16137008666992186
15268,2024-05-04 17:00:00,15.954361915588379,0.15954361915588378
15269,2024-05-04 17:30:00,15.772518157958984,0.15772518157958984
15270,2024-05-04 18:00:00,15.591483116149902,0.155914831161499
15271,2024-05-04 18:30:00,15.411263465881348,0.15411263465881347
15272,2024-05-04 19:00:00,15.231863975524902,0.15231863975524904
15273,2024-05-04 19:30:00,15.053291320800781,0.15053291320800782
15274,2024-05-04 20:00:00,14.875550270080566,0.14875550270080568
15275,2024-05-04 20:30:00,14.698646545410156,0.14698646545410157
15276,2024-05-04 21:00:00,14.52258586883545,0.1452258586883545
