,HourlyDryBulbTemperature,HourlyVisibility,HourlyWindSpeed,HourlyWindDirection,HourlyPrecipitation
2023-07-14 02:56:00,0.35000000000000003,1.0,0.23076923076923073,0.3103103103103103,0.0
2023-07-14 03:26:00,0.35000000000000003,1.0,0.2194570135746606,0.3003003003003003,0.0
2023-07-14 03:56:00,0.35000000000000003,1.0,0.20814479638009048,0.2902902902902903,0.0
2023-07-14 03:58:00,0.35000000000000003,0.9971105449574349,0.20814479638009048,0.2902902902902903,0.0
2023-07-14 04:00:00,0.35000000000000003,0.9942210899148698,0.20814479638009048,0.2902902902902903,0.0
2023-07-14 04:27:00,0.34500000000000003,0.9971105449574349,0.20814479638009048,0.2952952952952953,0.0
2023-07-14 04:54:00,0.34,1.0,0.20814479638009048,0.3003003003003003,0.0
2023-07-14 04:55:00,0.33666666666666667,1.0,0.18552036199095023,0.3003003003003003,0.0
2023-07-14 04:56:00,0.33333333333333337,1.0,0.16289592760180996,0.3003003003003003,0.0
2023-07-14 05:26:00,0.3416666666666667,1.0,0.15158371040723984,0.3003003003003003,0.0
2023-07-14 05:56:00,0.35000000000000003,1.0,0.14027149321266968,0.3003003003003003,0.0
2023-07-14 06:26:00,0.37833333333333335,1.0,0.10407239819004524,0.3153153153153153,0.0
2023-07-14 06:56:00,0.4066666666666667,1.0,0.06787330316742081,0.3303303303303303,0.0
2023-07-14 07:26:00,0.42500000000000004,1.0,0.06787330316742081,0.18018018018018017,0.0
2023-07-14 07:56:00,0.4433333333333334,1.0,0.06787330316742081,0.03003003003003003,0.0
2023-07-14 08:26:00,0.46166666666666667,1.0,0.08144796380090497,0.04004004004004004,0.0
2023-07-14 08:56:00,0.48,1.0,0.09502262443438914,0.05005005005005005,0.0
2023-07-14 09:26:00,0.5083333333333333,1.0,0.10633484162895927,0.030030030030030033,0.0
2023-07-14 09:56:00,0.5366666666666666,1.0,0.11764705882352941,0.01001001001001001,0.0
2023-07-14 09:58:00,0.5366666666666666,0.9971105449574349,0.11764705882352941,0.01001001001001001,0.0
2023-07-14 10:00:00,0.5366666666666666,0.9942210899148698,0.11764705882352941,0.01001001001001001,0.0
2023-07-14 10:28:00,0.565,0.9971105449574349,0.17420814479638008,0.17517517517517517,0.0
2023-07-14 10:56:00,0.5933333333333334,1.0,0.23076923076923073,0.34034034034034033,0.0
2023-07-14 11:26:00,0.5833333333333334,1.0,0.17420814479638008,0.19019019019019018,0.0
2023-07-14 11:56:00,0.5733333333333334,1.0,0.11764705882352941,0.04004004004004004,0.0
2023-07-14 12:26:00,0.6383333333333334,1.0,0.2104072398190045,0.17517517517517517,0.0
2023-07-14 12:56:00,0.7033333333333334,1.0,0.3031674208144796,0.3103103103103103,0.0
2023-07-14 13:26:00,0.6566666666666667,1.0,0.3846153846153846,0.3053053053053053,0.0
2023-07-14 13:56:00,0.6100000000000001,1.0,0.4660633484162896,0.3003003003003003,0.0
2023-07-14 14:26:00,0.6016666666666668,1.0,0.4773755656108597,0.3003003003003003,0.0
2023-07-14 14:56:00,0.5933333333333334,1.0,0.48868778280542985,0.3003003003003003,0.0
2023-07-14 15:26:00,0.5933333333333334,1.0,0.4660633484162896,0.3003003003003003,0.0
2023-07-14 15:56:00,0.5933333333333334,1.0,0.4434389140271493,0.3003003003003003,0.0
2023-07-14 15:58:00,0.5933333333333334,0.9971105449574349,0.4434389140271493,0.3003003003003003,0.0
2023-07-14 16:00:00,0.5933333333333334,0.9942210899148698,0.4434389140271493,0.3003003003003003,0.0
2023-07-14 16:28:00,0.565,0.9971105449574349,0.42081447963800905,0.3003003003003003,0.0
2023-07-14 16:56:00,0.5366666666666666,1.0,0.3981900452488688,0.3003003003003003,0.0
2023-07-14 17:26:00,0.5083333333333333,1.0,0.3981900452488688,0.3053053053053053,0.0
2023-07-14 17:56:00,0.48,1.0,0.3981900452488688,0.3103103103103103,0.0
2023-07-14 18:26:00,0.45333333333333337,1.0,0.3846153846153846,0.3103103103103103,0.0
2023-07-14 18:56:00,0.42666666666666675,1.0,0.3710407239819004,0.3103103103103103,0.0
2023-07-14 19:26:00,0.40666666666666673,1.0,0.39592760180995473,0.3103103103103103,0.0
2023-07-14 19:56:00,0.38666666666666677,1.0,0.42081447963800905,0.3103103103103103,0.0
2023-07-14 20:26:00,0.3783333333333334,1.0,0.4095022624434389,0.3103103103103103,0.0
2023-07-14 20:56:00,0.3700000000000001,1.0,0.3981900452488688,0.3103103103103103,0.0
2023-07-14 21:26:00,0.3700000000000001,1.0,0.3733031674208145,0.3053053053053053,0.0
2023-07-14 21:56:00,0.3700000000000001,1.0,0.34841628959276016,0.3003003003003003,0.0
2023-07-14 21:58:00,0.3700000000000001,0.9971105449574349,0.34841628959276016,0.3003003003003003,0.0
2023-07-14 22:00:00,0.3700000000000001,0.9942210899148698,0.34841628959276016,0.3003003003003003,0.0
2023-07-14 22:28:00,0.3700000000000001,0.9971105449574349,0.33710407239819007,0.3003003003003003,0.0
2023-07-14 22:56:00,0.3700000000000001,1.0,0.3257918552036199,0.3003003003003003,0.0
2023-07-14 23:26:00,0.3700000000000001,1.0,0.3257918552036199,0.3003003003003003,0.0
2023-07-14 23:56:00,0.3700000000000001,1.0,0.3257918552036199,0.3003003003003003,0.0
2023-07-14 23:58:00,0.3700000000000001,1.0,0.3257918552036199,0.3003003003003003,0.0
2023-07-15 00:00:00,0.3700000000000001,1.0,0.3257918552036199,0.3003003003003003,0.0
2023-07-15 00:28:00,0.3700000000000001,1.0,0.30316742081447967,0.3003003003003003,0.0
2023-07-15 00:56:00,0.3700000000000001,1.0,0.28054298642533937,0.3003003003003003,0.0
2023-07-15 01:26:00,0.3600000000000001,1.0,0.2692307692307692,0.3003003003003003,0.0
2023-07-15 01:56:00,0.35000000000000003,1.0,0.25791855203619907,0.3003003003003003,0.0
2023-07-15 02:26:00,0.35000000000000003,1.0,0.22171945701357465,0.3003003003003003,0.0
2023-07-15 02:56:00,0.35000000000000003,1.0,0.1855203619909502,0.3003003003003003,0.0
2023-07-15 03:26:00,0.35000000000000003,1.0,0.16289592760180993,0.3053053053053053,0.0
2023-07-15 03:56:00,0.35000000000000003,1.0,0.14027149321266968,0.3103103103103103,0.0
2023-07-15 03:58:00,0.35000000000000003,0.9971105449574349,0.14027149321266968,0.3103103103103103,0.0
2023-07-15 04:00:00,0.35000000000000003,0.9942210899148698,0.14027149321266968,0.3103103103103103,0.0
2023-07-15 04:28:00,0.35000000000000003,0.9971105449574349,0.16289592760180993,0.3003003003003003,0.0
2023-07-15 04:56:00,0.35000000000000003,1.0,0.1855203619909502,0.2902902902902903,0.0
2023-07-15 05:08:00,0.35000000000000003,1.0,0.17420814479638008,0.2952952952952953,0.0
2023-07-15 05:20:00,0.35000000000000003,1.0,0.16289592760180996,0.3003003003003003,0.0
2023-07-15 05:38:00,0.3600000000000001,1.0,0.16289592760180996,0.2952952952952953,0.0
2023-07-15 05:56:00,0.3700000000000001,1.0,0.16289592760180996,0.2902902902902903,0.0
2023-07-15 06:17:00,0.3783333333333334,1.0,0.16289592760180996,0.2952952952952953,0.0
2023-07-15 06:38:00,0.38666666666666677,1.0,0.16289592760180996,0.3003003003003003,0.0
2023-07-15 06:47:00,0.3966666666666667,1.0,0.16289592760180996,0.3103103103103103,0.0
2023-07-15 06:56:00,0.4066666666666667,1.0,0.16289592760180996,0.3203203203203203,0.0
2023-07-15 07:26:00,0.435,1.0,0.16289592760180996,0.3253253253253253,0.0
2023-07-15 07:56:00,0.4633333333333333,1.0,0.16289592760180996,0.3303303303303303,0.0
2023-07-15 08:26:00,0.4716666666666667,1.0,0.19683257918552033,0.3303303303303303,0.0
2023-07-15 08:56:00,0.48,1.0,0.23076923076923073,0.3303303303303303,0.0
2023-07-15 09:26:00,0.5083333333333333,1.0,0.23076923076923073,0.3303303303303303,0.0
2023-07-15 09:56:00,0.5366666666666666,1.0,0.23076923076923073,0.3303303303303303,0.0
2023-07-15 09:58:00,0.5366666666666666,0.9971105449574349,0.23076923076923073,0.3303303303303303,0.0
2023-07-15 10:00:00,0.5366666666666666,0.9942210899148698,0.23076923076923073,0.3303303303303303,0.0
2023-07-15 10:28:00,0.5449999999999999,0.9971105449574349,0.19683257918552033,0.18518518518518517,0.0
2023-07-15 10:56:00,0.5533333333333333,1.0,0.16289592760180996,0.04004004004004004,0.0
2023-07-15 11:26:00,0.5733333333333334,1.0,0.16289592760180996,0.04004004004004004,0.0
2023-07-15 11:56:00,0.5933333333333334,1.0,0.16289592760180996,0.04004004004004004,0.0
2023-07-15 12:26:00,0.6300000000000001,1.0,0.15158371040723984,0.025025025025025023,0.0
2023-07-15 12:56:00,0.6666666666666667,1.0,0.14027149321266968,0.01001001001001001,0.0
2023-07-15 13:26:00,0.685,1.0,0.22171945701357465,0.17017017017017017,0.0
2023-07-15 13:56:00,0.7033333333333334,1.0,0.3031674208144796,0.3303303303303303,0.0
