time,sst_coast,sst_offshore,sst_upwelling_dif
2023-06-21 09:00:00,287.953,289.327,-1.3740000000000236
2023-06-22 09:00:00,287.82099999999997,289.167,-1.3460000000000036
2023-06-23 09:00:00,287.585,289.101,-1.5160000000000196
2023-06-24 09:00:00,287.87,289.30199999999996,-1.4319999999999595
2023-06-25 09:00:00,287.989,289.484,-1.4950000000000045
2023-06-26 09:00:00,287.61899999999997,289.669,-2.0500000000000114
2023-06-27 09:00:00,287.43399999999997,290.02799999999996,-2.593999999999994
2023-06-28 09:00:00,287.28,289.78099999999995,-2.5009999999999764
2023-06-29 09:00:00,287.28,289.835,-2.555000000000007
2023-06-30 09:00:00,287.30699999999996,289.993,-2.6860000000000355
2023-07-01 09:00:00,288.82099999999997,290.12,-1.299000000000035
2023-07-02 09:00:00,288.76,290.215,-1.454999999999984
2023-07-03 09:00:00,288.755,289.808,-1.0529999999999973
2023-07-04 09:00:00,288.796,289.782,-0.98599999999999
2023-07-05 09:00:00,288.81199999999995,289.81,-0.9980000000000473
2023-07-06 09:00:00,288.05699999999996,289.62899999999996,-1.5720000000000027
2023-07-07 09:00:00,287.839,289.66299999999995,-1.8239999999999554
2023-07-08 09:00:00,287.727,289.731,-2.004000000000019
2023-07-09 09:00:00,287.789,289.70799999999997,-1.9189999999999827
2023-07-10 09:00:00,287.885,289.568,-1.6829999999999927
2023-07-11 09:00:00,288.073,289.56899999999996,-1.495999999999981
2023-07-12 09:00:00,288.046,289.638,-1.5919999999999845
2023-07-13 09:00:00,288.11499999999995,292.52799999999996,-4.413000000000011
2023-07-14 09:00:00,287.65999999999997,292.70099999999996,-5.040999999999997
2023-07-15 09:00:00,287.68199999999996,292.755,-5.073000000000036
2023-07-16 09:00:00,288.354,293.04999999999995,-4.6959999999999695
2023-07-17 09:00:00,288.128,292.983,-4.855000000000018
2023-07-18 09:00:00,288.09999999999997,293.138,-5.038000000000011
2023-07-19 09:00:00,288.14599999999996,293.28799999999995,-5.141999999999996
2023-07-20 09:00:00,288.418,293.508,-5.089999999999975
2023-07-21 09:00:00,288.193,293.522,-5.329000000000008
2023-07-22 09:00:00,288.10499999999996,293.65099999999995,-5.545999999999992
2023-07-23 09:00:00,287.827,293.626,-5.798999999999978
2023-07-24 09:00:00,288.036,293.92499999999995,-5.888999999999953
2023-07-25 09:00:00,287.989,294.024,-6.035000000000025
2023-07-26 09:00:00,287.917,293.825,-5.9080000000000155
2023-07-27 09:00:00,287.9,293.80499999999995,-5.904999999999973
2023-07-28 09:00:00,288.00699999999995,294.32399999999996,-6.317000000000007
2023-07-29 09:00:00,288.195,294.536,-6.341000000000008
2023-07-30 09:00:00,288.15299999999996,294.52299999999997,-6.3700000000000045
2023-07-31 09:00:00,287.95099999999996,294.46299999999997,-6.5120000000000005
2023-08-01 09:00:00,287.94199999999995,294.70099999999996,-6.7590000000000146
2023-08-02 09:00:00,287.88,294.97799999999995,-7.097999999999956
2023-08-03 09:00:00,288.31199999999995,295.289,-6.977000000000032
2023-08-04 09:00:00,288.039,295.81,-7.771000000000015
2023-08-05 09:00:00,287.822,295.828,-8.005999999999972
2023-08-06 09:00:00,287.638,295.863,-8.225000000000023
2023-08-07 09:00:00,287.22299999999996,295.88899999999995,-8.665999999999997
2023-08-08 09:00:00,287.23199999999997,295.548,-8.316000000000031
2023-08-09 09:00:00,288.20099999999996,295.416,-7.215000000000032
2023-08-10 09:00:00,287.996,295.421,-7.425000000000011
2023-08-11 09:00:00,287.965,295.811,-7.846000000000004
2023-08-12 09:00:00,288.099,296.111,-8.012
2023-08-13 09:00:00,288.28299999999996,296.07099999999997,-7.788000000000011
2023-08-14 09:00:00,288.575,295.97499999999997,-7.399999999999977
2023-08-15 09:00:00,289.06899999999996,295.63399999999996,-6.564999999999998
2023-08-16 09:00:00,289.143,295.354,-6.211000000000013
2023-08-17 09:00:00,289.23699999999997,294.962,-5.725000000000023
2023-08-18 09:00:00,289.282,294.763,-5.4809999999999945
2023-08-19 09:00:00,289.965,294.534,-4.569000000000017
2023-08-20 09:00:00,289.82099999999997,294.181,-4.360000000000014
2023-08-21 09:00:00,289.63599999999997,294.05699999999996,-4.420999999999992
2023-08-22 09:00:00,289.734,294.027,-4.293000000000006
2023-08-23 09:00:00,290.06699999999995,294.006,-3.9390000000000214
2023-08-24 09:00:00,290.203,293.953,-3.75
2023-08-25 09:00:00,290.34099999999995,294.024,-3.6830000000000496
2023-08-26 09:00:00,290.46,293.965,-3.5049999999999955
2023-08-27 09:00:00,290.159,294.126,-3.9669999999999845
2023-08-28 09:00:00,289.84299999999996,294.32099999999997,-4.478000000000009
2023-08-29 09:00:00,289.80499999999995,294.46099999999996,-4.656000000000006
2023-08-30 09:00:00,289.86699999999996,294.47299999999996,-4.6059999999999945
2023-08-31 09:00:00,289.554,294.52299999999997,-4.968999999999994
2023-09-01 09:00:00,288.762,294.27599999999995,-5.513999999999953
2023-09-02 09:00:00,288.709,294.20099999999996,-5.491999999999962
2023-09-03 09:00:00,288.769,294.27,-5.500999999999976
2023-09-04 09:00:00,288.87899999999996,294.306,-5.427000000000021
2023-09-05 09:00:00,289.18899999999996,294.29699999999997,-5.108000000000004
2023-09-06 09:00:00,289.31,294.007,-4.697000000000003
2023-09-07 09:00:00,289.25399999999996,293.96299999999997,-4.709000000000003
2023-09-08 09:00:00,289.142,294.27599999999995,-5.133999999999958
2023-09-09 09:00:00,289.08,294.87,-5.7900000000000205
2023-09-10 09:00:00,288.888,294.789,-5.9010000000000105
2023-09-11 09:00:00,289.11499999999995,294.741,-5.626000000000033
2023-09-12 09:00:00,289.39,294.78099999999995,-5.390999999999963
2023-09-13 09:00:00,289.017,294.847,-5.829999999999984
2023-09-14 09:00:00,289.62199999999996,294.90099999999995,-5.278999999999996
2023-09-15 09:00:00,289.907,294.98199999999997,-5.074999999999989
2023-09-16 09:00:00,289.99899999999997,294.94399999999996,-4.944999999999993
2023-09-17 09:00:00,289.844,294.402,-4.557999999999993
2023-09-18 09:00:00,289.84099999999995,294.44399999999996,-4.603000000000009
2023-09-19 09:00:00,290.25899999999996,294.48199999999997,-4.223000000000013
2023-09-20 09:00:00,290.51,294.47299999999996,-3.9629999999999654
2023-09-21 09:00:00,289.698,294.14799999999997,-4.449999999999989
2023-09-22 09:00:00,289.35999999999996,293.787,-4.427000000000021
2023-09-23 09:00:00,289.753,293.798,-4.045000000000016
2023-09-24 09:00:00,290.14,293.679,-3.5389999999999873
2023-09-25 09:00:00,290.12699999999995,293.507,-3.3800000000000523
2023-09-26 09:00:00,289.67199999999997,293.147,-3.4750000000000227
2023-09-27 09:00:00,289.695,293.19599999999997,-3.5009999999999764
2023-09-28 09:00:00,289.71799999999996,293.214,-3.4960000000000377
2023-09-29 09:00:00,289.67499999999995,293.37199999999996,-3.6970000000000027
2023-09-30 09:00:00,289.67499999999995,293.399,-3.7240000000000464
2023-10-01 09:00:00,289.12399999999997,293.419,-4.295000000000016
2023-10-02 09:00:00,289.258,293.339,-4.081000000000017
2023-10-03 09:00:00,289.25699999999995,293.21099999999996,-3.9540000000000077
2023-10-04 09:00:00,290.217,293.08599999999996,-2.8689999999999714
2023-10-05 09:00:00,290.181,293.001,-2.819999999999993
2023-10-06 09:00:00,290.019,292.852,-2.83299999999997
2023-10-07 09:00:00,290.092,292.81399999999996,-2.72199999999998
2023-10-08 09:00:00,290.08,292.554,-2.4739999999999895
2023-10-09 09:00:00,289.96,292.256,-2.2959999999999923
2023-10-10 09:00:00,289.034,292.614,-3.579999999999984
2023-10-11 09:00:00,288.99699999999996,292.82899999999995,-3.8319999999999936
2023-10-12 09:00:00,288.792,292.82899999999995,-4.036999999999978
2023-10-13 09:00:00,288.70799999999997,292.70799999999997,-4.0
2023-10-14 09:00:00,288.96,292.854,-3.8940000000000055
2023-10-15 09:00:00,289.048,292.61899999999997,-3.5709999999999695
2023-10-16 09:00:00,289.30499999999995,292.56399999999996,-3.2590000000000146
2023-10-17 09:00:00,289.03299999999996,292.93699999999995,-3.9039999999999964
2023-10-18 09:00:00,289.173,292.86899999999997,-3.6959999999999695
2023-10-19 09:00:00,289.631,292.80499999999995,-3.173999999999978
2023-10-20 09:00:00,289.69599999999997,292.741,-3.045000000000016
2023-10-21 09:00:00,289.90099999999995,292.33299999999997,-2.4320000000000164
2023-10-22 09:00:00,290.03999999999996,292.34499999999997,-2.305000000000007
2023-10-23 09:00:00,289.73499999999996,292.44599999999997,-2.7110000000000127
2023-10-24 09:00:00,289.061,292.40299999999996,-3.3419999999999845
2023-10-25 09:00:00,288.412,292.30899999999997,-3.8969999999999914
2023-10-26 09:00:00,288.53099999999995,292.313,-3.782000000000039
2023-10-27 09:00:00,288.42199999999997,292.298,-3.876000000000033
2023-10-28 09:00:00,287.714,292.212,-4.4979999999999905
2023-10-29 09:00:00,287.671,292.303,-4.632000000000005
2023-10-30 09:00:00,287.69,292.344,-4.653999999999996
2023-10-31 09:00:00,287.613,292.27599999999995,-4.662999999999954
2023-11-01 09:00:00,287.662,292.303,-4.6410000000000196
2023-11-02 09:00:00,288.09,292.349,-4.2590000000000146
2023-11-03 09:00:00,288.40599999999995,292.303,-3.897000000000048
2023-11-04 09:00:00,288.82,292.251,-3.430999999999983
2023-11-05 09:00:00,288.68699999999995,292.14,-3.4530000000000314
2023-11-06 09:00:00,288.64799999999997,292.09,-3.4420000000000073
2023-11-07 09:00:00,288.368,292.10499999999996,-3.7369999999999663
2023-11-08 09:00:00,288.063,292.121,-4.057999999999993
2023-11-09 09:00:00,287.638,292.15099999999995,-4.512999999999977
2023-11-10 09:00:00,287.577,292.101,-4.524000000000001
2023-11-11 09:00:00,287.27099999999996,291.67999999999995,-4.408999999999992
2023-11-12 09:00:00,287.21599999999995,291.69,-4.474000000000046
2023-11-13 09:00:00,287.35299999999995,291.664,-4.3110000000000355
2023-11-14 09:00:00,287.69,291.563,-3.8729999999999905
2023-11-15 09:00:00,287.82,291.33099999999996,-3.5109999999999673
2023-11-16 09:00:00,287.90099999999995,291.22299999999996,-3.3220000000000027
2023-11-17 09:00:00,287.83299999999997,291.284,-3.451000000000022
2023-11-18 09:00:00,287.81899999999996,291.34799999999996,-3.5289999999999964
2023-11-19 09:00:00,287.631,291.405,-3.774000000000001
2023-11-20 09:00:00,287.662,291.06399999999996,-3.401999999999987
2023-11-21 09:00:00,287.782,290.89599999999996,-3.113999999999976
2023-11-22 09:00:00,287.909,290.868,-2.959000000000003
2023-11-23 09:00:00,287.80499999999995,290.82599999999996,-3.021000000000015
2023-11-24 09:00:00,287.54499999999996,291.048,-3.5030000000000427
2023-11-25 09:00:00,287.51099999999997,291.14,-3.629000000000019
2023-11-26 09:00:00,287.73499999999996,290.471,-2.736000000000047
2023-11-27 09:00:00,287.957,290.20599999999996,-2.248999999999967
2023-11-28 09:00:00,288.47299999999996,290.21299999999997,-1.740000000000009
2023-11-29 09:00:00,288.31699999999995,290.17699999999996,-1.8600000000000136
2023-11-30 09:00:00,288.15799999999996,290.183,-2.025000000000034
2023-12-01 09:00:00,287.98199999999997,290.26,-2.27800000000002
2023-12-02 09:00:00,287.89599999999996,290.294,-2.3980000000000246
2023-12-03 09:00:00,287.643,290.349,-2.7060000000000173
2023-12-04 09:00:00,287.666,289.587,-1.9209999999999923
2023-12-05 09:00:00,287.626,289.36699999999996,-1.7409999999999854
2023-12-06 09:00:00,287.155,289.363,-2.208000000000027
2023-12-07 09:00:00,287.17699999999996,289.69199999999995,-2.5149999999999864
2023-12-08 09:00:00,286.91299999999995,289.774,-2.861000000000047
2023-12-09 09:00:00,286.905,289.47999999999996,-2.5749999999999886
2023-12-10 09:00:00,286.928,289.436,-2.5079999999999814
2023-12-11 09:00:00,287.032,289.441,-2.408999999999992
2023-12-12 09:00:00,286.971,289.542,-2.5709999999999695
2023-12-13 09:00:00,286.798,289.63199999999995,-2.8339999999999463
2023-12-14 09:00:00,287.05199999999996,289.9,-2.848000000000013
2023-12-15 09:00:00,286.73199999999997,289.328,-2.5960000000000036
