FARB,JRSC,LLNL,ADAM
0.4760904110091418,0.4557486650187424,0.27669654949117733,0.28656218090102675
0.4760904110091418,0.4557486650187424,0.27669654949117733,0.28656218090102675
0.4760904110091418,0.4557486650187424,0.27669654949117733,0.28656218090102675
0.48642960435586924,0.5498790938768623,0.4998866755238994,0.49793488423203247
0.48588331576219584,0.5464034247333678,0.4986430108260932,0.49794877219728156
0.48648704403997634,0.5504031226732717,0.4983158259112197,0.4981855847573702
0.48642696359209814,0.5516085721756951,0.49822686663347715,0.49835542979824204
0.4871610982676251,0.5493964176619389,0.4983266234605386,0.4984973094393859
0.48817902560239074,0.5482620511894417,0.4980757628710216,0.49865598711494474
0.48867791297788105,0.5470930549760119,0.498228162257362,0.49877996865510105
0.4892730957611206,0.5468816060078728,0.49891854782307943,0.49894189056459
0.48982070888731755,0.545819751893974,0.4992305551518052,0.499130860526259
0.490429387179102,0.5441846509808513,0.4996044786697948,0.49927530010957216
0.49078128993768,0.5434056775812561,0.49993516879827943,0.49937670461859784
0.4911529527050879,0.541086009351062,0.4999467400912754,0.4994463733343963
0.49244698538776455,0.5397174543883045,0.5024043775713308,0.49954537522881287
0.49431752238995086,0.5377068693397729,0.5057843280834367,0.4996383709232195
0.4954661419680567,0.5345206829556828,0.5101719098273315,0.49962443630865494
0.49644477565706,0.5335371151800947,0.5143648004429807,0.4996233982782577
0.49648806254340333,0.5309670747972466,0.5172739306247849,0.49966012116550773
0.4961695840569888,0.527572160065209,0.5198087344955793,0.49971913219876346
0.4966867765222178,0.5252134708552154,0.5205602453907435,0.4997243233359857
0.49712167331131635,0.5197672672242745,0.5188364979564372,0.49982340581369644
0.49745872187522683,0.5169672664293643,0.5166208551011489,0.49983423481325856
0.4981610187100495,0.5153754577738934,0.5132173881750732,0.49989098805784205
0.4981993598180146,0.5137676361166676,0.5089018156956007,0.5004274760193665
0.4976201210081041,0.5132924584298462,0.5037024675898218,0.5005813609380668
0.4976541370983453,0.5126763138423729,0.5000829407300772,0.5005347400413124
0.49875007084966083,0.5162392883360662,0.49978049295087335,0.49999779805009537
0.5004690231303167,0.5145401792634916,0.49958613532489976,0.49986864956867005
0.5032356503111474,0.5050214092483617,0.4998212125447991,0.49979256055585625
0.505102587548818,0.4994199188512265,0.49976228683789803,0.4996479260474142
0.5059130452115073,0.49687091284537666,0.4998436613234111,0.49955850058761003
0.5060753288769466,0.4932133754759919,0.49993163151832365,0.4995122404355941
0.5063744364757061,0.4909901667283486,0.4997884850875607,0.49945692271710534
0.5073649102169512,0.4881832250626024,0.4975008006956798,0.49947641420040545
0.5077688165851915,0.486504689843236,0.4962909790965367,0.4994326547755974
0.5079348735073277,0.4893150651344212,0.4958998462899059,0.4993497488574586
0.5079338629750383,0.4906409052383398,0.4963425266819347,0.4992851162208123
0.5066925001663876,0.49387292360546164,0.49875429196859133,0.49924257932874583
0.5059886798991785,0.4967387326488917,0.499404949111489,0.4992154626431718
0.5059690640033081,0.49751235695430795,0.49927496594301396,0.4992157676574918
0.5058930716800721,0.4990299589866693,0.49847728785665585,0.4991681606254518
0.5062028803390209,0.4992730675210171,0.4981877293964458,0.4991151176517219
0.505416947926865,0.4994722327941006,0.498292400154171,0.4990334314971521
0.5050488051314319,0.5003637918216194,0.49878682802389607,0.49888761863159037
0.5046501276508274,0.5057451516166247,0.4994926088822045,0.4987409001185069
0.5034402562615471,0.5096272276904614,0.5010528866775628,0.4985707888236688
0.5027392949839917,0.510276933630668,0.5062563380330227,0.49844316367565583
0.5016778936342373,0.510945051341936,0.49957550334525563,0.4983642291873996
0.5004154589836285,0.5088017482620387,0.5055759811301013,0.49832909357834926
0.5002098187770003,0.5083187546119057,0.49981731250315037,0.49831954532940614
0.5002334899851469,0.5103305093165322,0.4988862707032477,0.49833437510823547
0.4997595415928084,0.5150848346675716,0.49927159431603046,0.498405907148432
0.4986763706272765,0.5187130488339404,0.4973156456095537,0.4984988628700225
0.49835315820829,0.5219645497248172,0.49728465446897546,0.49874197165137724
0.49759110663113665,0.525457928469235,0.49751275726867333,0.498845108788241
0.4961538882990749,0.5270243413329009,0.49794087306978746,0.4989760828003754
0.49633795098629907,0.5294965431197247,0.49820475048406343,0.49915460216107094
0.4958130254918603,0.5312182891804086,0.4983837075200058,0.4989550008911166
0.49608962816375773,0.5323779570195554,0.49901617206518506,0.4990077644880323
0.49654308670494146,0.5344412539762878,0.4995366743296769,0.49904309755794074
0.49677815513361695,0.534604810946175,0.49999661706234405,0.4990329141090373
0.4971322361913636,0.5333692442021118,0.5029889472652235,0.499262443535393
0.49688662734005257,0.5316601330573698,0.5032271274536207,0.49940675814070273
0.4977808435608955,0.5282415525114946,0.5037742248732776,0.49952098454752536
0.4983448604528369,0.5250287082303485,0.5077584412580217,0.49962364918554464
0.4997522175738586,0.5223109091058863,0.5114326172290876,0.4997300708706981
0.5022999163673436,0.5186151123760789,0.5136936814327848,0.49981151313559735
0.5036037946189313,0.5162737368974274,0.513684397012956,0.4998852520959109
0.5042765815857269,0.5130490595123385,0.5115108482059525,0.49993363431999965
0.5043029807369842,0.5110913773649846,0.5105389911631034,0.49995940018884655
0.5031964905224497,0.5099481956944831,0.5078361494036399,0.49999914779218074
0.5021709684594902,0.5085365620546458,0.504863028946968,0.5002472657577066
0.5011991287984155,0.5086546663702779,0.5072257923890261,0.5002263247146707
0.49991049942240634,0.5078308829654088,0.5066259540555333,0.4999963837038767
0.5000008048690713,0.5063845502374121,0.5070752936374847,0.4998995110112697
0.5011660760215301,0.5068541405907764,0.5104407554851559,0.49977780667852695
0.5025179150243491,0.5066448674853967,0.5053652727783712,0.4998484827715771
0.5039203780942101,0.5069042124256856,0.5015265727526628,0.499853250814037
0.5039630663943194,0.5074349386723642,0.4999738184518011,0.4998169711066896
0.5039946021797691,0.506888686713975,0.49967092840932686,0.49994115415224444
0.5039344690848117,0.5057102800588498,0.4994413343815429,0.49979560458992267
0.5034926111087724,0.504839615040598,0.49967807134155556,0.49970807297091097
0.5031447043565341,0.5046395199621398,0.49968408106916845,0.49962500148172423
0.5022606695290042,0.5031003077954684,0.49975443672489517,0.49940174084106076
0.5015933500469638,0.5019764836804969,0.49967284063253975,0.49929533410792754
0.5007203638878793,0.5003675983687752,0.49993805965798255,0.49921130661131913
0.49988591103091873,0.4997498337672652,0.49979352446848324,0.49914746081966316
0.49864705763725065,0.49955257508268935,0.4993292655563967,0.49906176417039544
0.49654344086931357,0.49936359356977184,0.49945076992955073,0.4989689289245863
0.4952250058644676,0.49927843226348495,0.4991048390511869,0.4987738811777601
0.49459012865149016,0.4990723899220712,0.4992058786370924,0.4987008110662361
0.49432910636789196,0.4990549764249981,0.4999462472320601,0.49866496743452177
0.4937651200027269,0.49896060499505523,0.5025782373268664,0.49859919484968546
0.4926587128792744,0.498889510011673,0.5072114664845401,0.498598082669379
0.4911588967320534,0.4989508628033253,0.514041315105985,0.4984733433135618
0.48965885815842036,0.49908390941423486,0.5092339461428732,0.49828524148483644
0.48909943089786073,0.49935145252973806,0.5056557875639938,0.4980882030011269
0.4894353426184848,0.49962391821463215,0.49968907761322934,0.4979395053802604
0.4901217639515336,0.4999804893153139,0.4985240312394969,0.4978467822214963
0.4907665728289505,0.5011854192856124,0.4981447627562471,0.49788558525359694
0.49169724713315494,0.5035961665108053,0.4980587207850004,0.49798284184408426
0.4911291706604703,0.5066778623255445,0.49806294024763487,0.4981501126234858
0.49004104348822464,0.5092638815063655,0.49807648254275516,0.4983658177319951
0.48972016501465965,0.5111909644347457,0.4982689124555392,0.49846865605859925
0.4893144938769318,0.5135680224433885,0.49863648501203073,0.49859370775266393
0.4890804202880697,0.5144747194092274,0.4987665596689329,0.4986900388613038
0.4887586261014715,0.5152978853926296,0.4991650835971794,0.49872480953581455
0.48812099489805405,0.5165586224633347,0.4994707064571394,0.4988599866658757
0.4877575995937959,0.5168494689912904,0.49965081742132306,0.49896848538851274
0.4882956431186125,0.5170151860998594,0.5020259768005545,0.4991356787142693
0.4896073961755639,0.5170770954928473,0.5048784540934248,0.49930993761875775
0.49048097470542734,0.516316962321785,0.5091165574735103,0.49943943177745215
0.4907311160812512,0.5153182241853892,0.5121102605222361,0.4995909278026287
0.4914906704744747,0.5144016753088214,0.5137208118843618,0.49968686184203387
0.49283407290229875,0.5128471615423877,0.5154117011910375,0.4997855529685786
0.49514023488643966,0.511653810510999,0.5165652697091793,0.4998779794485408
0.4967747825502685,0.5100860993657759,0.5166377451512361,0.499973947079108
0.49714932898616976,0.5074807051068468,0.5153289699333881,0.5000735105644123
0.496350944412842,0.5074536502713062,0.5114587575773966,0.5003488407314866
0.49483532392973095,0.5086130250890901,0.5077045183029909,0.5006201399775302
0.4940453058809968,0.5089216079022203,0.505309775886242,0.5006620430323289
0.4944057223115813,0.5084891220291052,0.5060297568362345,0.5007006613307478
0.49532952349405457,0.49878794509176105,0.5064445802306097,0.5003380172285019
0.49659142076206847,0.49641984117053856,0.5098492222542176,0.49996738628648574
0.49749690071488745,0.49266934108598553,0.5075992634472897,0.4998602928967937
0.49715709397422453,0.48819494860159685,0.5064156149778195,0.4997749372356305
0.4959977123871726,0.48796979020123454,0.5056485668510171,0.4997102440433956
0.4943234355213695,0.4861434685120775,0.5020529497231225,0.4996388852400699
0.49325953639284575,0.48565255722237455,0.5006785844271987,0.49959273264450094
0.4930968045618218,0.48727770184201014,0.49939441101126497,0.49954281598481337
0.49328583950275157,0.4894471950450733,0.4992730702632018,0.4992198501006218
0.49324739445192445,0.4929186151143131,0.4994921391489005,0.4991187591636234
0.4930145568581911,0.4947458933357075,0.49971951671003145,0.49904367203207767
