,system:time_start,NDVI,fitted,NDVI_normalized
2024-05-30 07:00:00,,0.6855339100892295,0.6978375056250171,0.9381629214016449
2024-05-30 07:30:00,,0.6855195481763611,0.697841876641977,0.9381960351664931
2024-05-30 08:00:00,,0.6855055638980182,0.69784613272669,0.9382282782325009
2024-05-30 08:30:00,,0.6854919477867463,0.6978502767605554,0.9382596724284505
2024-05-30 09:00:00,,0.6854786905878355,0.6978543115602239,0.938290239092606
2024-05-30 09:30:00,,0.6854657832558733,0.6978582398786473,0.9383199990806612
2024-05-30 10:00:00,,0.6854532169512756,0.6978620644061335,0.9383489727737389
2024-05-30 10:30:00,,0.6854409830368023,0.697865787771408,0.9383771800864242
2024-05-30 11:00:00,,0.6854290730740624,0.6978694125426766,0.9384046404748233
2024-05-30 11:30:00,,0.685417478820014,0.6978729412286914,0.9384313729446316
2024-05-30 12:00:00,,0.6854061922234648,0.697876376279815,0.9384573960592051
2024-05-30 12:30:00,,0.6853952054215754,0.6978797200890857,0.9384827279476193
2024-05-30 13:00:00,,0.6853845107363723,0.697882974993278,0.938507386312712
2024-05-30 13:30:00,,0.6853741006712725,0.6978861432739605,0.9385313884390951
2024-05-30 14:00:00,,0.6853639679076234,0.6978892271585494,0.9385547512011317
2024-05-30 14:30:00,,0.6853541053012631,0.6978922288213547,0.9385774910708692
2024-05-30 15:00:00,,0.6853445058791009,0.6978951503846215,0.9385996241259201
2024-05-30 15:30:00,,0.6853351628357253,0.6978979939195619,0.938621166057287
2024-05-30 16:00:00,,0.6853260695300369,0.69790076144738,0.9386421321771217
2024-05-30 16:30:00,,0.6853172194819137,0.697903454940287,0.9386625374264176
2024-05-30 17:00:00,,0.6853086063689068,0.6979060763225066,0.938682396382626
2024-05-30 17:30:00,,0.685300224022971,0.6979086274712697,0.9387017232671948
2024-05-30 18:00:00,,0.6852920664272314,0.6979111102177991,0.9387205319530239
2024-05-30 18:30:00,,0.6852841277127875,0.6979135263482821,0.9387388359718339
2024-05-30 19:00:00,,0.6852764021555561,0.6979158776048308,0.9387566485214452
2024-05-30 19:30:00,,0.6852688841731548,0.6979181656864312,0.9387739824729633
2024-05-30 20:00:00,,0.6852615683218273,0.6979203922498787,0.9387908503778688
2024-05-30 20:30:00,,0.6852544492934103,0.6979225589107012,0.9388072644750092
2024-05-30 21:00:00,,0.6852475219123455,0.6979246672440688,0.9388232366974908
2024-05-30 21:30:00,,0.6852407811327338,0.6979267187856897,0.9388387786794677
2024-05-30 22:00:00,,0.6852342220354362,0.6979287150326933,0.9388539017628283
2024-05-30 22:30:00,,0.6852278398252194,0.6979306574444984,0.9388686170037761
2024-05-30 23:00:00,,0.6852216298279472,0.6979325474436682,0.9388829351793049
2024-05-30 23:30:00,,0.6852155874878185,0.6979343864167509,0.9388968667935673
2024-05-31 00:00:00,,0.6852097083646518,0.6979361757151059,0.9389104220841362
2024-05-31 00:30:00,,0.6852039881312163,0.6979379166557167,0.9389236110281574
2024-05-31 01:00:00,,0.6851984225706104,0.6979396105219882,0.9389364433483951
2024-05-31 01:30:00,,0.6851930075736864,0.6979412585645302,0.9389489285191684
2024-05-31 02:00:00,,0.6851877391365228,0.6979428620019278,0.9389610757721809
2024-05-31 02:30:00,,0.6851826133579428,0.6979444220214956,0.9389728941022398
2024-05-31 03:00:00,,0.6851776264370808,0.6979459397800188,0.9389843922728703
2024-05-31 03:30:00,,0.6851727746709931,0.6979474164044803,0.9389955788218208
2024-05-31 04:00:00,,0.6851680544523175,0.6979488529927729,0.9390064620664617
2024-05-31 04:30:00,,0.685163462266977,0.6979502506143983,0.9390170501090781
2024-05-31 05:00:00,,0.6851589946919302,0.6979516103111516,0.9390273508420584
2024-05-31 05:30:00,,0.6851546483929665,0.6979529330977928,0.939037371952976
2024-05-31 06:00:00,,0.6851504201225465,0.6979542199627032,0.9390471209295702
2024-05-31 06:30:00,,0.6851463067176868,0.69795547186853,0.939056605064622
2024-05-31 07:00:00,,0.6851423050978891,0.6979566897528163,0.9390658314607301
2024-05-31 07:30:00,,0.6851384122631119,0.6979578745286181,0.9390748070349857
2024-05-31 08:00:00,,0.6851346252917869,0.6979590270851083,0.9390835385235481
2024-05-31 08:30:00,,0.6851309413388762,0.6979601482881681,0.9390920324861223
2024-05-31 09:00:00,,0.6851273576339727,0.6979612389809648,0.9391002953103397
2024-05-31 09:30:00,,0.6851238714794415,0.6979622999845178,0.9391083332160439
2024-05-31 10:00:00,,0.6851204802486022,0.6979633320982515,0.9391161522594812
2024-05-31 10:30:00,,0.6851171813839508,0.6979643361005367,0.9391237583373994
2024-05-31 11:00:00,,0.6851139723954229,0.6979653127492191,0.939131157191054
2024-05-31 11:30:00,,0.685110850858694,0.6979662627821366,0.9391383544101257
2024-05-31 12:00:00,,0.6851078144135199,0.6979671869176244,0.9391453554365485
2024-05-31 12:30:00,,0.6851048607621133,0.697968085855009,0.9391521655682501
2024-05-31 13:00:00,,0.6851019876675594,0.6979689602750906,0.9391587899628079
2024-05-31 13:30:00,,0.6850991929522663,0.6979698108406146,0.9391652336410197
2024-05-31 14:00:00,,0.6850964744964528,0.6979706381967317,0.939171501490392
2024-05-31 14:30:00,,0.6850938302366704,0.6979714429714481,0.9391775982685466
2024-05-31 15:00:00,,0.6850912581643599,0.6979722257760643,0.9391835286065483
