,amplitude,smoothed_amplitude,amplitude_log
2024-04-14 06:00:00,2447.3968698834947,2450.3765421470043,0.8718213778882985
2024-04-14 06:30:00,2458.899520209267,2450.6831346823974,0.8718291829327718
2024-04-14 07:00:00,2455.4076669384226,2451.8684357947823,0.871859352131786
2024-04-14 07:30:00,2450.5828747054393,2453.071732934155,0.8718899704947572
2024-04-14 08:00:00,2440.2079422175393,2451.2745010176664,0.8718442359313574
2024-04-14 08:30:00,2438.566293357187,2446.191194304646,0.8717147716781528
2024-04-14 09:00:00,2439.5688588060084,2442.2314922715423,0.8716138129871648
2024-04-14 09:30:00,2440.8420654367396,2439.7962899543677,0.8715516754063252
2024-04-14 10:00:00,2440.005744540293,2439.745740535056,0.8715503851768829
2024-04-14 10:30:00,2440.896486087124,2440.32828871754,0.8715652532429812
2024-04-14 11:00:00,2439.4854317529494,2440.3074319542757,0.8715647209633745
2024-04-14 11:30:00,2437.6601070398096,2439.511942355043,0.8715444174773626
2024-04-14 12:00:00,2435.0144074324885,2438.264108078092,0.8715125607516274
2024-04-14 12:30:00,2442.3484264709155,2438.62709317404,0.871521828619725
2024-04-14 13:00:00,2438.477282631621,2438.3750558937077,0.871515393598802
2024-04-14 13:30:00,2438.997600385729,2438.7094292301877,0.8715239307399132
2024-04-14 14:00:00,2430.81037781625,2437.658421826128,0.8714970943231478
2024-04-14 14:30:00,2439.7686290933334,2437.0134724817326,0.8714806227859814
2024-04-14 15:00:00,2437.3977092991654,2436.7435791486187,0.871473729137803
2024-04-14 15:30:00,2425.81955674932,2433.4490682395162,0.8713895437547994
2024-04-14 16:00:00,2405.093911284005,2427.019951606455,0.8712250639942036
2024-04-14 16:30:00,2407.969171569964,2419.0700872256125,0.8710213203182284
2024-04-14 17:00:00,2420.4266113211315,2414.8273127311045,0.8709124216712254
2024-04-14 17:30:00,2435.874908805403,2417.341150745125,0.8709769576342004
2024-04-14 18:00:00,2435.6793448592753,2424.9875091389426,0.871173013087109
2024-04-14 18:30:00,2449.6352396972925,2435.4040261707746,0.8714395073985697
2024-04-14 19:00:00,2470.54801844145,2447.9343779508545,0.8717591859985246
