time,sst_at_location,sst_offshore,sst_upwelling_dif
2023-06-21 09:00:00,288.308,289.06,-0.7520000000000095
2023-06-22 09:00:00,288.19399999999996,288.986,-0.79200000000003
2023-06-23 09:00:00,288.43899999999996,288.94899999999996,-0.5099999999999909
2023-06-24 09:00:00,288.635,289.072,-0.4370000000000118
2023-06-25 09:00:00,288.705,289.342,-0.6370000000000005
2023-06-26 09:00:00,288.423,289.57599999999996,-1.1529999999999632
2023-06-27 09:00:00,288.28,290.072,-1.79200000000003
2023-06-28 09:00:00,288.202,289.871,-1.6689999999999827
2023-06-29 09:00:00,288.27,289.899,-1.629000000000019
2023-06-30 09:00:00,288.32,289.96299999999997,-1.6429999999999723
2023-07-01 09:00:00,289.758,290.289,-0.5310000000000059
2023-07-02 09:00:00,289.685,290.268,-0.58299999999997
2023-07-03 09:00:00,289.61499999999995,290.015,-0.4000000000000341
2023-07-04 09:00:00,289.601,289.772,-0.17099999999999227
2023-07-05 09:00:00,289.55899999999997,289.67199999999997,-0.11299999999999955
2023-07-06 09:00:00,288.887,289.421,-0.5339999999999918
2023-07-07 09:00:00,288.661,289.38199999999995,-0.7209999999999468
2023-07-08 09:00:00,288.55499999999995,289.44199999999995,-0.8870000000000005
2023-07-09 09:00:00,288.56899999999996,289.426,-0.8570000000000277
2023-07-10 09:00:00,288.55899999999997,289.471,-0.9120000000000346
2023-07-11 09:00:00,288.69599999999997,289.65,-0.9540000000000077
2023-07-12 09:00:00,288.707,289.71799999999996,-1.0109999999999673
2023-07-13 09:00:00,288.902,292.04699999999997,-3.144999999999982
2023-07-14 09:00:00,288.719,292.109,-3.3899999999999864
2023-07-15 09:00:00,288.734,292.48499999999996,-3.7509999999999764
2023-07-16 09:00:00,289.423,293.024,-3.600999999999999
2023-07-17 09:00:00,289.15299999999996,293.03,-3.8770000000000095
2023-07-18 09:00:00,289.06199999999995,293.03999999999996,-3.9780000000000086
2023-07-19 09:00:00,289.185,293.227,-4.041999999999973
2023-07-20 09:00:00,289.479,293.405,-3.9259999999999877
2023-07-21 09:00:00,289.09099999999995,293.399,-4.30800000000005
2023-07-22 09:00:00,288.96099999999996,293.691,-4.730000000000018
2023-07-23 09:00:00,288.698,293.75199999999995,-5.053999999999974
2023-07-24 09:00:00,288.873,293.80899999999997,-4.935999999999979
2023-07-25 09:00:00,288.822,293.894,-5.072000000000003
